record_00001 value_037
record_32974 value_038
record_32975 value_075
record_32976 value_112
record_32977 value_149
record_32978 value_186
record_32979 value_223
record_32980 value_260
record_32981 value_297
record_32982 value_334
record_32983 value_371
record_32984 value_408
record_32985 value_445
record_32986 value_482
record_32987 value_519
record_32988 value_556
record_32989 value_593
record_32990 value_630
record_32991 value_667
record_32992 value_704
record_32993 value_741
record_32994 value_778
record_32995 value_815
record_32996 value_852
record_32997 value_889
record_32998 value_926
record_32999 value_963
record_33000 value_000
record_33001 value_037
record_33002 value_074
record_33003 value_111
record_33004 value_148
record_33005 value_185
record_33006 value_222
record_33007 value_259
record_33008 value_296
record_33009 value_333
record_33010 value_370
record_33011 value_407
record_33012 value_444
record_33013 value_481
record_33014 value_518
record_33015 value_555
record_33016 value_592
record_33017 value_629
record_33018 value_666
record_33019 value_703
record_33020 value_740
record_33021 value_777
record_33022 value_814
record_33023 value_851
record_33024 value_888
record_33025 value_925
record_33026 value_962
record_33027 value_999
record_33028 value_036
record_33029 value_073
record_33030 value_110
record_33031 value_147
record_33032 value_184
record_33033 value_221
record_33034 value_258
record_33035 value_295
record_33036 value_332
record_33037 value_369
record_33038 value_406
record_33039 value_443
record_33040 value_480
record_33041 value_517
record_33042 value_554
record_33043 value_591
record_33044 value_628
record_33045 value_665
record_33046 value_702
record_33047 value_739
record_33048 value_776
record_33049 value_813
record_33050 value_850
record_33051 value_887
record_33052 value_924
record_33053 value_961
record_33054 value_998
record_33055 value_035
record_33056 value_072
record_33057 value_109
record_33058 value_146
record_33059 value_183
record_33060 value_220
record_33061 value_257
record_33062 value_294
record_33063 value_331
record_33064 value_368
record_33065 value_405
record_33066 value_442
record_33067 value_479
record_33068 value_516
record_33069 value_553
record_33070 value_590
record_33071 value_627
record_33072 value_664
record_33073 value_701
record_33074 value_738
record_33075 value_775
record_33076 value_812
record_33077 value_849
record_33078 value_886
record_33079 value_923
record_33080 value_960
record_33081 value_997
record_33082 value_034
record_33083 value_071
record_33084 value_108
record_33085 value_145
record_33086 value_182
record_33087 value_219
record_33088 value_256
record_33089 value_293
record_33090 value_330
record_33091 value_367
record_33092 value_404
record_33093 value_441
record_33094 value_478
record_33095 value_515
record_33096 value_552
record_33097 value_589
record_33098 value_626
record_33099 value_663
record_33100 value_700
record_33101 value_737
record_33102 value_774
record_33103 value_811
record_33104 value_848
record_33105 value_885
record_33106 value_922
record_33107 value_959
record_33108 value_996
record_33109 value_033
record_33110 value_070
record_33111 value_107
record_33112 value_144
record_33113 value_181
record_33114 value_218
record_33115 value_255
record_33116 value_292
record_33117 value_329
record_33118 value_366
record_33119 value_403
record_33120 value_440
record_33121 value_477
record_33122 value_514
record_33123 value_551
record_33124 value_588
record_33125 value_625
record_33126 value_662
record_33127 value_699
record_33128 value_736
record_33129 value_773
record_33130 value_810
record_33131 value_847
record_33132 value_884
record_33133 value_921
record_33134 value_958
record_33135 value_995
record_33136 value_032
record_33137 value_069
record_33138 value_106
record_33139 value_143
record_33140 value_180
record_33141 value_217
record_33142 value_254
record_33143 value_291
record_33144 value_328
record_33145 value_365
record_33146 value_402
record_33147 value_439
record_33148 value_476
record_33149 value_513
record_33150 value_550
record_33151 value_587
record_33152 value_624
record_33153 value_661
record_33154 value_698
record_33155 value_735
record_33156 value_772
record_33157 value_809
record_33158 value_846
record_33159 value_883
record_33160 value_920
record_33161 value_957
record_33162 value_994
record_33163 value_031
record_33164 value_068
record_33165 value_105
record_33166 value_142
record_33167 value_179
record_33168 value_216
record_33169 value_253
record_33170 value_290
record_33171 value_327
record_33172 value_364
record_33173 value_401
record_33174 value_438
record_33175 value_475
record_33176 value_512
record_33177 value_549
record_33178 value_586
record_33179 value_623
record_33180 value_660
record_33181 value_697
record_33182 value_734
record_33183 value_771
record_33184 value_808
record_33185 value_845
record_33186 value_882
record_33187 value_919
record_33188 value_956
record_33189 value_993
record_33190 value_030
record_33191 value_067
record_33192 value_104
record_33193 value_141
record_33194 value_178
record_33195 value_215
record_33196 value_252
record_33197 value_289
record_33198 value_326
record_33199 value_363
record_33200 value_400
record_33201 value_437
record_33202 value_474
record_33203 value_511
record_33204 value_548
record_33205 value_585
record_33206 value_622
record_33207 value_659
record_33208 value_696
record_33209 value_733
record_33210 value_770
record_33211 value_807
record_33212 value_844
record_33213 value_881
record_33214 value_918
record_33215 value_955
record_33216 value_992
record_33217 value_029
record_33218 value_066
record_33219 value_103
record_33220 value_140
record_33221 value_177
record_33222 value_214
record_33223 value_251
record_33224 value_288
record_33225 value_325
record_33226 value_362
record_33227 value_399
record_33228 value_436
record_33229 value_473
record_33230 value_510
record_33231 value_547
record_33232 value_584
record_33233 value_621
record_33234 value_658
record_33235 value_695
record_33236 value_732
record_33237 value_769
record_33238 value_806
record_33239 value_843
record_33240 value_880
record_33241 value_917
record_33242 value_954
record_33243 value_991
record_33244 value_028
record_33245 value_065
record_33246 value_102
record_33247 value_139
record_33248 value_176
record_33249 value_213
record_33250 value_250
record_33251 value_287
record_33252 value_324
record_33253 value_361
record_33254 value_398
record_33255 value_435
record_33256 value_472
record_33257 value_509
record_33258 value_546
record_33259 value_583
record_33260 value_620
record_33261 value_657
record_33262 value_694
record_33263 value_731
record_33264 value_768
record_33265 value_805
record_33266 value_842
record_33267 value_879
record_33268 value_916
record_33269 value_953
record_33270 value_990
record_33271 value_027
record_33272 value_064
record_33273 value_101
record_33274 value_138
record_33275 value_175
record_33276 value_212
record_33277 value_249
record_33278 value_286
record_33279 value_323
record_33280 value_360
record_33281 value_397
record_33282 value_434
record_33283 value_471
record_33284 value_508
record_33285 value_545
record_33286 value_582
record_33287 value_619
record_33288 value_656
record_33289 value_693
record_33290 value_730
record_33291 value_767
record_33292 value_804
record_33293 value_841
record_33294 value_878
record_33295 value_915
record_33296 value_952
record_33297 value_989
record_33298 value_026
record_33299 value_063
record_33300 value_100
record_33301 value_137
record_33302 value_174
record_33303 value_211
record_33304 value_248
record_33305 value_285
record_33306 value_322
record_33307 value_359
record_33308 value_396
record_33309 value_433
record_33310 value_470
record_33311 value_507
record_33312 value_544
record_33313 value_581
record_33314 value_618
record_33315 value_655
record_33316 value_692
record_33317 value_729
record_33318 value_766
record_33319 value_803
record_33320 value_840
record_33321 value_877
record_33322 value_914
record_33323 value_951
record_33324 value_988
record_33325 value_025
record_33326 value_062
record_33327 value_099
record_33328 value_136
record_33329 value_173
record_33330 value_210
record_33331 value_247
record_33332 value_284
record_33333 value_321
record_33334 value_358
record_33335 value_395
record_33336 value_432
record_33337 value_469
record_33338 value_506
record_33339 value_543
record_33340 value_580
record_33341 value_617
record_33342 value_654
record_33343 value_691
record_33344 value_728
record_33345 value_765
record_33346 value_802
record_33347 value_839
record_33348 value_876
record_33349 value_913
record_33350 value_950
record_33351 value_987
record_33352 value_024
record_33353 value_061
record_33354 value_098
record_33355 value_135
record_33356 value_172
record_33357 value_209
record_33358 value_246
record_33359 value_283
record_33360 value_320
record_33361 value_357
record_33362 value_394
record_33363 value_431
record_33364 value_468
record_33365 value_505
record_33366 value_542
record_33367 value_579
record_33368 value_616
record_33369 value_653
record_33370 value_690
record_33371 value_727
record_33372 value_764
record_33373 value_801
record_33374 value_838
record_33375 value_875
record_33376 value_912
